"","BEGIN_DAY","BEGIN_TIME","END_DAY","END_TIME","STATE","MONTH_NAME","EVENT_TYPE","INJURIES","DEATHS","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"20433",28,1653,28,1653,"23","5","24","No","No","Low","Low",51
"20434",28,1720,28,1720,"23","5","42","No","No","Low","Low",53
"20435",25,1611,25,1611,"38","2","42","No","No","Low","Low",52
"20436",18,2145,18,2150,"13","5","19","No","No","Low","Low",1
"20437",19,533,19,538,"13","5","19","No","No","Low","Low",0.88
"20438",26,1352,26,1357,"13","5","19","No","No","Low","Low",0.88
"20439",17,1840,17,1840,"49","5","42","No","No","Low","Low",52
"20440",16,1820,16,1820,"49","5","19","No","No","Low","Low",1.75
"20441",16,1756,16,1810,"49","5","43","No","No","Low","Low",0
"20442",1,1215,1,1215,"35","5","42","No","No","Low","Low",50
"20443",1,1217,1,1217,"35","5","42","No","No","Low","Low",50
"20444",1,1220,1,1220,"35","5","42","No","No","Low","Low",50
"20445",1,1239,1,1239,"35","5","42","No","No","Low","Low",50
"20446",26,2247,26,2247,"6","5","14","No","No","Low","Low",0
"20447",26,1900,26,2100,"16","5","14","No","No","Low","Low",0
"20448",26,1930,26,2130,"16","5","14","No","No","Low","Low",0
"20449",26,1930,26,2130,"16","5","14","No","No","Low","Low",0
"20450",26,1937,26,1937,"16","5","19","No","No","Low","Low",1.25
"20451",28,9,28,9,"1","5","42","No","No","Low","Low",43
"20452",28,1620,28,1620,"22","5","42","No","No","Low","Low",50
"20453",11,1544,11,1544,"25","5","19","No","No","Low","Low",1
"20454",16,1845,16,1845,"15","5","42","No","No","Low","Low",61
"20455",22,1340,22,1400,"40","5","14","No","No","Low","Low",0
"20456",31,1415,31,1415,"35","5","42","No","No","Low","Low",50
"20457",25,1720,25,1720,"30","2","42","No","No","Low","Low",52
"20458",25,1708,25,1708,"30","2","42","No","No","Low","Low",52
"20459",9,1231,9,1231,"30","2","24","No","No","Low","Low",52
"20460",26,1330,26,1330,"50","5","42","No","No","Low","Low",56
"20461",26,1445,26,1445,"50","5","42","No","No","Low","Low",57
"20462",26,1504,26,1510,"50","5","19","No","No","Low","Low",1
"20463",18,1839,18,1843,"43","5","42","No","No","Low","Low",74
"20464",19,1605,19,1605,"43","5","19","No","No","Low","Low",1
"20465",19,1417,19,1417,"43","5","19","No","No","Low","Low",1
"20466",18,1841,18,1855,"43","5","43","No","No","Low","Low",0
"20467",18,1938,18,2000,"43","5","43","No","No","Low","Low",0
"20468",15,1838,15,1850,"43","1","43","Yes","No","Low","Low",0
"20469",25,1415,25,1415,"38","2","19","No","No","Low","Low",1
"20470",25,1425,25,1425,"38","2","19","No","No","Low","Low",1.75
"20471",25,1430,25,1430,"38","2","19","No","No","Low","Low",1.75
"20472",25,1435,25,1435,"38","2","19","No","No","Low","Low",1
"20473",2,515,2,515,"43","1","42","No","No","Low","Low",52
"20474",1,1457,1,1457,"8","3","42","No","No","Low","Low",52
"20475",1,1458,1,1458,"8","3","42","No","No","Low","Low",66
"20476",1,1525,1,1525,"30","3","42","No","No","Low","Low",52
"20477",17,715,17,715,"5","5","24","No","No","Low","Low",52
"20478",18,1732,18,1732,"46","5","19","No","No","Low","Low",1
"20479",18,1842,18,1842,"46","5","19","No","No","Low","Low",1
"20480",18,1857,18,1857,"46","5","19","No","No","Low","Low",1
"20481",18,1746,18,1746,"46","5","42","No","No","Low","Low",52
"20482",17,800,18,800,"5","2","15","No","No","Low","Low",0
"20483",1,400,1,400,"17","3","42","No","No","Medium","Low",55
"20484",25,1442,25,1442,"51","2","30","No","No","Low","Low",1
"20485",12,2156,12,2156,"20","2","42","No","No","Low","Low",52
"20486",12,2230,12,2230,"46","2","42","No","No","Low","Low",50
"20487",12,2312,12,2312,"46","2","42","No","No","Low","Low",52
"20488",28,416,28,726,"47","11","24","No","No","Low","Low",43
"20489",14,1022,14,1222,"47","11","24","No","No","Low","Low",38
"20490",26,137,26,404,"47","11","24","No","No","Low","Low",63
"20491",2,2110,3,215,"18","4","14","No","No","Low","Low",0
"20492",27,1800,28,1630,"6","2","48","No","No","Low","Low",0
"20493",30,500,30,2359,"25","4","15","No","Yes","Low","Low",0
"20494",27,2300,28,1900,"6","2","49","No","No","Low","Low",0
"20495",1,415,1,415,"17","3","42","No","No","Low","Low",56
"20496",1,418,1,418,"17","3","42","No","No","Low","Low",55
"20497",3,900,4,2000,"51","4","41","No","No","Low","Low",45
"20498",15,1555,15,1555,"32","10","42","No","No","Low","Low",50
"20499",15,1557,15,1557,"32","10","42","No","No","Low","Low",50
"20500",15,1558,15,1558,"32","10","42","No","No","Low","Low",50
"20501",3,2206,3,2224,"51","5","34","No","No","Low","Low",38
"20502",3,2212,3,2236,"51","5","34","No","No","Low","Low",47
"20503",3,2223,3,2226,"51","5","34","No","No","Low","Low",38
"20504",3,2230,3,2300,"51","5","34","No","No","Low","Low",43
"20505",18,1811,18,1811,"43","5","19","No","No","Low","Low",1.75
"20506",18,1816,18,1816,"43","5","19","No","No","Low","Low",1.75
"20507",3,2254,3,2312,"51","5","34","No","No","Low","Low",41
"20508",3,2336,3,2342,"51","5","34","No","No","Low","Low",38
"20509",19,1000,19,1000,"43","5","19","No","No","Low","Low",1
"20510",19,1002,19,1002,"43","5","19","No","No","Low","Low",1.5
"20511",19,1017,19,1017,"43","5","19","No","No","Low","Low",0.88
"20512",19,1725,19,1725,"43","5","19","No","No","Low","Low",2.75
"20513",29,110,29,110,"43","5","42","No","No","Low","Low",52
"20514",29,112,29,112,"43","5","42","No","No","Low","Low",61
"20515",29,124,29,124,"43","5","42","No","No","Low","Low",54
"20516",29,210,29,250,"43","5","14","No","No","Low","Low",0
"20517",31,1300,31,2359,"19","3","22","No","No","Low","Low",0
"20518",6,200,6,1000,"24","1","49","No","No","Low","Low",0
"20519",6,200,6,1000,"24","1","49","No","No","Low","Low",0
"20520",6,200,6,1000,"24","1","49","No","No","Low","Low",0
"20521",6,300,6,1000,"24","1","49","No","No","Low","Low",0
"20522",6,300,6,1000,"24","1","49","No","No","Low","Low",0
"20523",7,23,7,23,"4","3","42","No","No","Low","Low",61
"20524",7,40,7,40,"4","3","42","No","No","Low","Low",52
"20525",7,233,7,233,"4","3","42","No","No","Low","Low",61
"20526",11,900,11,2200,"4","3","49","No","No","Low","Low",0
"20527",26,1240,26,1240,"43","4","19","No","No","Low","Low",0.75
"20528",26,1335,26,1335,"43","4","19","No","No","Low","Low",0.88
"20529",5,1330,5,1900,"17","4","41","No","No","Low","Low",35
"20530",5,1330,5,1900,"17","4","41","No","No","Low","Low",42
"20531",9,1100,9,1600,"13","4","41","No","No","Low","Low",35
"20532",9,1100,9,1600,"13","4","41","No","No","Low","Low",35
"20533",9,1100,9,1600,"13","4","41","No","No","Low","Low",43
"20534",26,1235,26,1235,"25","4","42","No","No","Low","Low",56
"20535",26,1935,26,2200,"25","4","14","No","No","Low","Low",0
"20536",27,500,28,500,"25","4","15","No","No","Low","Low",0
"20537",25,1442,25,1442,"46","2","19","No","No","Low","Low",1
"20538",25,1448,25,1448,"46","2","19","No","No","Low","Low",1
"20539",25,1508,25,1508,"46","2","19","No","No","Low","Low",1
"20540",25,1306,25,1306,"46","2","42","No","No","Low","Low",50
"20541",5,700,6,709,"5","2","21","No","No","Low","Low",0
"20542",2,1040,2,1040,"43","4","19","No","No","Low","Low",1.5
"20543",20,230,21,230,"5","2","15","No","No","Low","Low",0
"20544",20,345,21,345,"5","2","15","No","No","Low","Low",0
"20545",20,530,21,530,"5","2","15","No","No","Low","Low",0
"20546",20,2245,20,2300,"5","2","24","No","No","Low","Low",173
"20547",17,600,17,1600,"5","2","41","No","No","Low","Low",45
"20548",20,1600,21,2200,"5","2","14","No","No","Low","Low",0
"20549",25,1618,25,1618,"51","2","34","No","No","Low","Low",35
"20550",25,1618,25,1618,"51","2","34","No","No","Low","Low",34
"20551",12,2314,12,2314,"20","2","42","No","No","Low","Low",51
"20552",12,2328,12,2328,"20","2","42","No","No","Low","Low",63
"20553",12,2215,12,2215,"46","2","42","No","No","Low","Low",50
"20554",12,2220,12,2220,"46","2","42","No","No","Low","Low",50
"20555",12,2225,12,2225,"46","2","42","No","No","Low","Low",50
"20556",5,1433,5,1434,"13","4","42","No","No","Low","Low",78
"20557",16,1415,16,1415,"13","4","42","No","No","Low","Low",65
"20558",5,1725,5,1726,"1","4","19","No","No","Low","Low",3
"20559",5,1722,5,1723,"1","4","19","No","No","Low","Low",3
"20560",1,658,1,658,"17","3","42","No","No","Low","Low",55
"20561",5,1726,5,1727,"1","4","19","No","No","Low","Low",2.5
"20562",5,1713,5,1714,"1","4","19","No","No","Low","Low",1.75
"20563",5,126,5,127,"1","4","19","No","No","Low","Low",2.5
"20564",3,1702,3,1702,"26","11","22","No","No","Low","Low",0
"20565",3,1020,3,1020,"26","11","22","No","No","Low","Low",0
"20566",21,1602,21,1602,"51","4","19","No","No","Low","Low",1
"20567",22,2050,22,2050,"36","5","19","No","No","Low","Low",0.75
"20568",22,2151,22,2151,"43","5","19","No","No","Low","Low",1
"20569",30,1538,30,1538,"46","4","42","No","No","Low","Low",50
"20570",21,1607,21,1607,"51","4","19","No","No","Low","Low",1
"20571",21,1558,21,1558,"51","4","42","No","No","Low","Low",50
"20572",22,2125,22,2125,"43","5","42","No","No","Low","Low",56
"20573",22,2155,22,2155,"43","5","42","No","No","Low","Low",56
"20574",27,1741,27,1741,"36","5","19","No","No","Low","Low",1.5
"20575",27,1746,27,1746,"36","5","19","No","No","Low","Low",1
"20576",5,525,5,526,"1","4","19","No","No","Low","Low",1
"20577",5,1006,5,1007,"1","4","19","No","No","Low","Low",1
"20578",5,1628,5,1629,"1","4","19","No","No","Low","Low",1
"20579",5,1645,5,1646,"1","4","19","No","No","Low","Low",1
"20580",2,1345,2,1345,"18","4","42","No","No","Low","Low",61
"20581",30,1150,30,1330,"24","4","14","No","No","Low","Low",0
"20582",30,1035,30,1035,"24","4","42","No","No","Low","Low",50
"20583",3,32,3,32,"24","4","19","No","No","Low","Low",1.5
"20584",3,35,3,35,"24","4","42","No","No","Low","Low",56
"20585",2,1635,2,1635,"24","4","42","No","No","Low","Low",50
"20586",2,1852,2,1852,"24","4","42","No","No","Low","Low",50
"20587",2,1530,2,1530,"18","4","42","No","No","Low","Low",61
"20588",2,2230,3,345,"24","4","14","No","No","Low","Low",0
"20589",2,1259,2,1310,"4","4","19","No","No","Low","Low",1.75
"20590",29,1617,29,1617,"4","4","42","No","No","Low","Low",50
"20591",30,743,30,743,"24","4","42","No","No","Low","Low",54
"20592",30,710,30,710,"24","4","42","No","No","Low","Low",54
"20593",2,1617,2,1617,"18","4","42","No","No","Low","Low",50
"20594",15,138,15,138,"23","5","19","No","No","Low","Low",0.75
"20595",2,45,3,530,"19","5","15","No","No","Low","Low",0
"20596",29,2143,29,2144,"40","5","42","No","No","Low","Low",52
"20597",6,1130,6,2100,"28","5","41","No","No","Low","Low",42
"20598",6,1600,6,1600,"28","5","41","Yes","No","Low","Low",39
"20599",8,1845,8,1845,"28","5","42","No","No","Low","Low",58
"20600",18,1700,18,1700,"28","5","41","No","No","Low","Low",48
"20601",25,1435,25,1435,"5","5","41","No","No","Low","Low",37
"20602",16,1634,16,1634,"43","5","19","No","No","Low","Low",1.75
"20603",16,1638,16,1638,"43","5","19","No","No","Low","Low",1.75
"20604",16,1640,16,1640,"43","5","42","No","No","Low","Low",52
"20605",15,2030,15,2030,"49","5","19","No","No","Low","Low",0.75
"20606",30,1312,30,1320,"1","4","43","No","No","Low","Low",0
"20607",16,1723,16,1725,"36","5","43","No","No","Low","Low",0
"20608",18,1302,18,1305,"36","5","43","No","No","Low","Low",0
"20609",30,1120,30,1120,"1","4","42","No","No","Low","Low",52
"20610",17,1848,17,1848,"49","5","42","No","No","Low","Low",50
"20611",17,1820,17,1820,"49","5","42","No","No","Low","Low",50
"20612",17,1824,17,1824,"49","5","42","No","No","Low","Low",50
"20613",17,1405,19,1735,"49","5","15","No","No","Low","Low",0
"20614",27,2041,27,2041,"36","5","42","No","No","Low","Low",52
"20615",27,2048,27,2048,"36","5","19","No","No","Low","Low",2.75
"20616",27,2055,27,2055,"36","5","42","No","No","Low","Low",59
"20617",27,2055,27,2055,"36","5","42","No","No","Low","Low",53
"20618",30,1137,30,1137,"1","4","42","No","No","Low","Low",52
"20619",30,1142,30,1142,"1","4","42","No","No","Low","Low",52
"20620",18,1548,18,1550,"43","5","43","No","No","Low","Low",0
"20621",19,1700,19,1702,"43","5","43","No","No","Low","Low",0
"20622",16,2340,16,2340,"36","5","42","No","No","Low","Low",60
"20623",9,1138,9,1138,"25","3","19","No","No","Low","Low",0.75
"20624",27,1920,27,1926,"36","5","43","No","No","Low","Low",0
"20625",18,1511,18,1511,"36","5","43","No","No","Low","Low",0
"20626",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20627",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20628",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20629",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20630",11,1520,11,1520,"36","5","19","No","No","Low","Low",1.25
"20631",11,1520,11,1520,"36","5","42","No","No","Low","Low",65
"20632",11,1533,11,1533,"36","5","42","No","No","Low","Low",52
"20633",17,237,17,237,"36","5","42","No","No","Low","Low",57
"20634",11,1445,11,1445,"17","5","19","No","No","Low","Low",1.75
"20635",11,1519,11,1519,"17","5","19","No","No","Low","Low",0.75
"20636",24,1210,24,1210,"17","5","19","No","No","Low","Low",1.75
"20637",24,1210,24,1210,"17","5","42","No","No","Low","Low",53
"20638",19,1747,19,1747,"14","5","14","No","No","Low","Low",0
"20639",19,1758,19,1758,"14","5","14","No","No","Low","Low",0
"20640",16,1520,16,1540,"49","5","19","No","No","Low","Low",2.75
"20641",16,1540,16,1613,"49","5","19","No","No","Low","Low",3
"20642",20,400,21,745,"36","5","15","No","No","Low","Low",0
"20643",20,400,21,745,"36","5","15","No","No","Low","Low",0
"20644",24,950,24,951,"10","5","43","No","No","Low","Low",0
"20645",24,1016,24,1017,"10","5","43","No","No","Low","Low",0
"20646",24,1043,24,1044,"10","5","43","No","No","Low","Low",0
"20647",24,920,24,925,"10","5","42","No","No","Low","Low",45
"20648",24,1626,24,1626,"33","5","42","No","No","Low","Low",52
"20649",24,1622,24,1622,"33","5","42","No","No","Low","Low",54
"20650",24,1516,24,1523,"33","5","43","No","No","Medium","Low",0
"20651",1,800,2,800,"33","5","21","No","No","Low","Low",0
"20652",3,1908,3,1908,"51","5","34","No","No","Low","Low",34
"20653",5,230,5,530,"33","5","15","No","No","Low","Low",0
"20654",6,330,7,600,"46","5","15","No","No","Low","Low",0
"20655",24,1700,25,500,"46","5","15","No","No","Low","Low",0
"20656",24,1900,25,700,"46","5","15","No","No","Low","Low",0
"20657",1,1642,1,1652,"32","5","42","No","No","Low","Low",55
"20658",1,1714,1,1724,"32","5","42","No","No","Low","Low",50
"20659",1,1757,1,1807,"32","5","42","No","No","Low","Low",60
"20660",1,1840,1,1841,"32","5","29","No","No","Low","Low",0
"20661",19,200,19,830,"13","5","14","No","No","Low","Low",0
"20662",19,345,19,845,"13","5","14","No","No","Low","Low",0
"20663",16,1846,16,1846,"49","5","18","No","No","Low","Low",0
"20664",28,1300,28,1305,"49","5","19","No","No","Low","Low",0.75
"20665",4,2130,4,2135,"10","5","42","No","No","Low","Low",50
"20666",4,2144,4,2150,"10","5","42","No","No","Low","Low",50
"20667",18,1539,18,1544,"10","5","42","No","No","Low","Low",45
"20668",5,935,5,935,"51","5","34","No","No","Low","Low",40
"20669",1,1240,1,1240,"35","5","42","No","No","Low","Low",50
"20670",1,1255,1,1255,"35","5","42","No","No","Low","Low",50
"20671",1,1400,1,1400,"38","5","42","No","No","Low","Low",50
"20672",1,1400,1,1400,"38","5","42","No","No","Low","Low",50
"20673",26,1900,26,1900,"16","5","19","No","No","Low","Low",1
"20674",26,1925,26,1925,"16","5","19","No","No","Low","Low",1.5
"20675",26,1930,26,1930,"16","5","19","No","No","Low","Low",1.5
"20676",26,2107,26,2107,"16","5","19","No","No","Low","Low",0.75
"20677",26,2119,26,2119,"16","5","19","No","No","Low","Low",1
"20678",26,2032,26,2032,"16","5","19","No","No","Low","Low",1
"20679",11,2015,11,2015,"33","5","42","No","No","Low","Low",50
"20680",15,1822,15,1822,"15","5","19","No","No","Low","Low",1.25
"20681",18,2155,18,2155,"21","5","42","No","No","Low","Low",50
"20682",17,1645,17,1645,"49","5","19","No","No","Low","Low",0.75
"20683",14,1429,14,2053,"19","3","3","No","No","Low","Low",0
"20684",14,1500,14,2000,"19","3","3","No","No","Low","Low",0
"20685",25,1415,26,348,"46","5","15","No","No","Low","Low",0
"20686",25,1811,26,210,"20","5","15","No","No","Low","Low",0
"20687",25,2027,26,210,"20","5","15","No","No","Low","Low",0
"20688",25,2027,26,210,"20","5","15","No","No","Low","Low",0
"20689",18,1712,18,1712,"46","5","19","No","No","Low","Low",1
"20690",18,1858,18,1858,"46","5","42","No","No","Low","Low",50
"20691",18,1859,18,1859,"46","5","42","No","No","Low","Low",50
"20692",29,2100,29,2100,"15","6","42","No","No","Low","Low",50
"20693",19,1245,19,1245,"15","6","19","No","No","Low","Low",0.75
"20694",22,1755,22,1759,"43","5","19","No","No","Low","Low",1.25
"20695",22,1923,22,1927,"43","5","19","No","No","Low","Low",1
"20696",5,446,5,447,"1","4","19","No","No","Low","Low",1
"20697",5,1630,5,1631,"1","4","19","No","No","Low","Low",1
"20698",27,1812,27,1812,"17","3","42","No","No","Low","Low",55
"20699",1,328,1,328,"17","3","42","No","No","Low","Low",55
"20700",7,25,7,25,"4","3","42","No","No","Low","Low",52
"20701",29,1823,29,1827,"4","3","43","No","No","Low","Low",0
"20702",28,2252,29,700,"13","4","14","No","No","Low","Low",0
"20703",22,1650,22,1651,"1","4","42","No","No","Low","Low",50
"20704",30,1315,30,1316,"1","4","42","No","No","Low","Low",50
"20705",2,1310,2,1310,"4","4","42","No","No","Low","Low",61
"20706",18,1927,18,1927,"46","5","42","No","No","Low","Low",50
"20707",18,1930,18,1930,"46","5","42","No","No","Low","Low",52
"20708",18,1842,18,1842,"46","5","19","No","No","Low","Low",1
"20709",18,1730,18,1730,"46","5","19","No","No","Low","Low",1
"20710",3,2200,3,2206,"51","5","34","No","No","Low","Low",36
"20711",18,1608,18,1608,"43","5","19","No","No","Low","Low",1.25
"20712",30,1407,30,1407,"1","4","42","No","No","Low","Low",52
"20713",18,1620,18,1620,"43","5","19","No","No","Low","Low",1.75
"20714",18,1628,18,1628,"43","5","19","No","No","Low","Low",1
"20715",18,1827,18,1827,"43","5","19","No","No","Low","Low",1
"20716",18,2101,18,2101,"43","5","19","No","No","Low","Low",1
"20717",19,810,19,810,"43","5","19","No","No","Low","Low",1.75
"20718",19,815,19,815,"43","5","19","No","No","Low","Low",1.75
"20719",19,1425,19,1425,"43","5","19","No","No","Low","Low",1.25
"20720",19,1435,19,1435,"43","5","19","No","No","Low","Low",2
"20721",8,1400,9,1900,"46","12","49","No","No","Low","Low",0
"20722",8,1500,9,2200,"46","12","49","No","No","Low","Low",0
"20723",8,1400,9,1900,"46","12","48","No","No","Low","Low",0
"20724",19,1438,19,1438,"43","5","19","No","No","Low","Low",1.75
"20725",23,1821,23,1825,"43","5","42","No","No","Low","Low",70
"20726",22,1358,22,1358,"26","10","24","No","No","Low","Low",50
"20727",22,1356,22,1356,"26","10","24","No","No","Low","Low",50
"20728",8,1400,9,2000,"46","12","48","No","No","Low","Low",0
"20729",8,1400,9,2000,"46","12","48","No","No","Low","Low",0
"20730",6,400,6,800,"4","1","49","No","No","Low","Low",0
"20731",6,300,6,800,"4","1","49","No","No","Low","Low",0
"20732",28,1555,28,1555,"15","2","19","No","No","Low","Low",0.75
"20733",28,1555,28,1555,"15","2","19","No","No","Low","Low",1.25
"20734",28,1557,28,1557,"15","2","19","No","No","Low","Low",0.88
"20735",8,1400,9,2000,"46","12","48","No","No","Low","Low",0
"20736",6,300,6,900,"4","1","49","No","No","Low","Low",0
"20737",6,200,6,900,"4","1","49","No","No","Low","Low",0
"20738",6,200,6,900,"4","1","49","No","No","Low","Low",0
"20739",6,100,6,900,"4","1","49","No","No","Low","Low",0
"20740",6,100,6,1000,"4","1","49","No","No","Low","Low",0
"20741",6,100,6,1000,"4","1","49","No","No","Low","Low",0
"20742",5,757,5,757,"46","5","42","No","No","Low","Low",50
"20743",5,1920,5,1920,"46","5","42","No","Yes","Low","Low",50
"20744",25,1810,26,210,"20","5","15","No","No","Low","Low",0
"20745",16,1908,16,1912,"43","5","19","No","No","Low","Low",0.88
"20746",18,900,19,1100,"50","5","48","No","No","Low","Low",0
"20747",8,1400,9,1900,"46","12","48","No","No","Low","Low",0
"20748",8,1400,9,1900,"46","12","48","No","No","Low","Low",0
"20749",8,1400,9,1900,"46","12","48","No","No","Low","Low",0
"20750",18,900,19,1100,"50","5","48","No","No","Low","Low",0
"20751",18,900,19,1100,"50","5","48","No","No","Low","Low",0
"20752",8,1500,9,2100,"46","12","48","No","No","Low","Low",0
"20753",19,2130,20,30,"36","5","14","No","No","Low","Low",0
"20754",8,1500,9,2200,"20","12","48","No","No","Low","Low",0
"20755",11,900,11,2200,"4","3","49","No","No","Low","Low",0
"20756",21,900,21,1110,"5","3","15","No","No","Low","Low",0
"20757",21,1235,21,1240,"5","3","18","No","No","Low","Low",0
"20758",21,1205,21,1210,"5","3","18","No","No","Low","Low",0
"20759",21,1200,21,1200,"5","3","29","No","No","Low","Low",0
"20760",11,900,11,2200,"4","3","22","No","No","Low","Low",0
"20761",11,900,11,2200,"4","3","22","No","No","Low","Low",0
"20762",6,100,6,1100,"6","3","49","No","No","Low","Low",0
"20763",22,1800,24,300,"6","3","49","No","No","Low","Low",0
"20764",26,1440,26,1440,"43","4","19","No","No","Low","Low",0.88
"20765",26,1454,26,1454,"43","4","19","No","No","Low","Low",1
"20766",11,100,11,700,"4","4","14","No","No","Low","Low",0
"20767",6,2348,6,2348,"4","3","19","No","No","Low","Low",1.75
"20768",7,0,7,0,"4","3","19","No","No","Low","Low",1
"20769",9,1955,9,1955,"4","3","19","No","No","Low","Low",1
"20770",9,2050,9,2050,"4","3","19","No","No","Low","Low",1
"20771",9,2102,9,2102,"4","3","19","No","No","Low","Low",1
"20772",9,2130,9,2130,"4","3","19","No","No","Low","Low",1.75
"20773",9,2150,9,2150,"4","3","19","No","No","Low","Low",1
"20774",3,700,4,700,"5","2","48","No","No","Low","Low",0
"20775",13,849,13,849,"20","2","24","No","No","Low","Low",50
"20776",12,2135,12,2135,"20","2","24","No","No","Low","Low",52
"20777",12,2235,12,2235,"20","2","24","No","No","Low","Low",52
"20778",12,2249,12,2249,"20","2","24","No","No","Low","Low",61
"20779",12,2249,12,2249,"20","2","24","No","No","Low","Low",52
"20780",12,2255,12,2255,"20","2","24","No","No","Low","Low",52
"20781",2,1256,2,1306,"43","4","43","No","No","Low","Low",0
"20782",12,2230,12,2230,"46","2","42","No","No","Low","Low",52
"20783",12,2233,12,2233,"46","2","42","No","No","Low","Low",50
"20784",12,2236,12,2236,"46","2","42","No","No","Low","Low",52
"20785",12,2253,12,2253,"46","2","42","No","No","Low","Low",52
"20786",6,700,7,700,"5","2","21","No","No","Low","Low",0
"20787",30,528,30,1600,"13","4","14","No","No","Low","Low",0
"20788",1,623,1,623,"17","3","42","No","No","Low","Low",65
"20789",26,1837,26,1840,"17","4","42","No","No","Low","Low",61
"20790",26,1853,26,1902,"17","4","42","No","No","Low","Low",56
"20791",30,1537,30,1537,"46","4","42","No","No","Low","Low",52
"20792",30,1538,30,1538,"46","4","42","No","No","Low","Low",50
"20793",30,1544,30,1544,"46","4","42","No","No","Low","Low",50
"20794",5,533,5,534,"1","4","42","No","No","Low","Low",50
"20795",5,1358,5,1359,"1","4","19","No","No","Low","Low",1.75
"20796",5,1436,5,1437,"1","4","19","No","No","Low","Low",2
"20797",5,1500,5,1501,"1","4","19","No","No","Low","Low",1.5
"20798",2,1430,2,1430,"18","4","42","No","No","Low","Low",61
"20799",26,1800,27,1400,"6","4","49","No","No","Low","Low",0
"20800",26,900,28,200,"6","4","49","No","No","Low","Low",0
"20801",26,2100,27,1600,"6","4","49","No","No","Low","Low",0
"20802",27,100,28,100,"6","4","49","No","No","Low","Low",0
"20803",3,100,3,230,"24","4","14","No","No","Low","Low",0
"20804",3,100,3,100,"24","4","42","No","No","Low","Low",50
"20805",3,130,3,130,"24","4","42","No","No","Low","Low",50
"20806",3,154,3,158,"24","4","42","No","No","Low","Low",52
"20807",2,1546,2,1546,"18","4","42","No","No","Low","Low",61
"20808",15,15,15,15,"9","2","47","No","No","Low","Low",0
"20809",20,1700,21,1300,"50","4","48","No","No","Low","Low",0
"20810",20,1700,21,1300,"50","4","48","No","No","Low","Low",0
"20811",20,1700,21,1300,"50","4","48","No","No","Low","Low",0
"20812",29,1650,29,1650,"4","4","42","No","No","Low","Low",52
"20813",29,1300,29,1300,"4","4","41","No","No","Low","Low",35
"20814",2,1609,2,1622,"18","4","43","Yes","No","Low","Low",0
"20815",2,1519,2,1521,"18","4","43","No","No","Low","Low",0
"20816",2,1159,2,1217,"24","4","19","No","No","Low","Low",1.75
"20817",2,1024,2,1024,"24","4","42","No","No","Low","Low",50
"20818",25,1200,25,1800,"28","5","20","No","Yes","Low","Low",0
"20819",29,2310,29,2311,"33","5","42","No","No","Low","Low",52
"20820",30,202,30,204,"33","5","19","No","No","Low","Low",0.75
"20821",18,2045,18,2049,"19","5","42","No","No","Low","Low",50
"20822",18,2140,18,2145,"19","5","42","No","No","Low","Low",50
"20823",16,1644,16,1644,"43","5","19","No","No","Low","Low",2.75
"20824",16,1645,16,1646,"43","5","43","No","No","Low","Low",0
"20825",16,1650,16,1650,"43","5","42","No","No","Low","Low",52
"20826",18,1000,25,2300,"49","5","15","No","No","Low","Low",0
"20827",18,1520,18,1520,"36","5","43","No","No","Low","Low",0
"20828",2,634,2,634,"30","3","24","No","No","Low","Low",50
"20829",18,1531,18,1536,"36","5","43","No","No","Low","Low",0
"20830",18,1540,18,1540,"36","5","43","No","No","Low","Low",0
"20831",18,10,19,2020,"49","5","15","No","No","Low","Low",0
"20832",19,1915,22,55,"49","5","15","No","No","Low","Low",0
"20833",20,1420,23,205,"49","5","15","No","No","Low","Low",0
"20834",27,2056,27,2056,"36","5","42","No","No","Low","Low",52
"20835",27,2105,27,2105,"36","5","42","No","No","Low","Low",54
"20836",27,2120,27,2120,"36","5","42","No","No","Low","Low",56
"20837",29,1930,29,1930,"36","5","42","No","No","Low","Low",50
"20838",2,650,2,650,"30","3","24","No","No","Low","Low",50
"20839",2,700,2,700,"30","3","24","No","No","Low","Low",50
"20840",10,200,10,1600,"4","1","41","No","No","Low","Low",45
"20841",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20842",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20843",9,946,9,946,"16","3","19","No","No","Low","Low",0.75
"20844",9,1000,9,1000,"16","3","19","No","No","Low","Low",0.88
"20845",9,1010,9,1010,"16","3","19","No","No","Low","Low",1.25
"20846",9,1038,9,1038,"16","3","19","No","No","Low","Low",0.75
"20847",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20848",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20849",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20850",27,900,28,1500,"11","5","23","No","No","Low","Low",0
"20851",11,1540,11,1540,"36","5","42","No","No","Low","Low",55
"20852",11,1601,11,1601,"36","5","42","No","No","Low","Low",65
"20853",11,1654,11,1654,"36","5","42","No","No","Low","Low",70
"20854",11,1732,11,1732,"36","5","42","No","No","Low","Low",61
